,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13
16,-132,85,-167,55,-146,60,-185,45,-128,112,-99,117,-155,55,-145,65,-95,148,-170,68,-120,112,-153,68,-143,85,-152,71
17,-136,90,-174,57,-152,61,-195,48,-135,117,-103,119,-166,58,-155,66,-103,156,-174,73,-125,118,-160,72,-148,88,-154,73
18,-139,95,-180,59,-159,64,-203,49,-141,123,-104,125,-170,59,-161,69,-110,165,-182,75,-133,122,-166,77,-155,94,-161,76
19,-148,97,-187,66,-166,64,-212,50,-143,128,-109,133,-177,61,-170,70,-114,170,-193,80,-136,125,-170,80,-160,97,-168,82
20,-151,101,-191,70,-173,69,-222,54,-148,131,-112,141,-185,66,-178,71,-117,175,-199,83,-142,133,-176,83,-168,100,-173,84
21,-157,107,-199,72,-184,73,-227,55,-155,136,-117,144,-189,70,-185,76,-124,182,-204,86,-148,134,-179,86,-174,105,-181,87
22,-166,110,-206,76,-189,75,-236,58,-158,139,-118,151,-198,72,-194,78,-127,188,-210,89,-153,137,-186,89,-186,107,-192,88
23,-173,113,-210,79,-194,77,-245,61,-162,142,-123,160,-209,73,-200,80,-136,195,-218,94,-155,141,-193,91,-193,108,-202,89
24,-178,117,-223,84,-199,79,-252,64,-170,146,-125,165,-218,74,-205,83,-140,202,-222,99,-165,142,-199,95,-201,112,-206,91
25,-181,122,-232,88,-205,81,-263,65,-181,149,-129,173,-223,77,-213,85,-143,207,-229,99,-166,149,-203,100,-209,113,-216,95
26,-195,124,-244,90,-212,82,-267,66,-188,151,-133,176,-231,80,-221,87,-148,209,-229,103,-174,153,-211,104,-214,119,-223,102
27,-203,127,-251,91,-222,84,-279,68,-189,155,-133,185,-237,82,-225,89,-152,218,-237,107,-181,154,-220,105,-225,121,-232,104
28,-211,129,-260,95,-227,86,-286,70,-197,161,-134,189,-244,84,-228,93,-155,225,-245,109,-186,158,-230,105,-234,128,-237,110
29,-215,140,-267,96,-237,91,-291,70,-206,165,-138,193,-247,89,-234,94,-162,231,-250,111,-197,160,-233,110,-241,132,-246,110
30,-226,143,-276,100,-242,93,-298,73,-211,169,-142,197,-255,92,-237,95,-165,236,-254,114,-206,165,-239,116,-246,134,-256,116
31,-233,146,-287,103,-253,94,-304,74,-218,174,-145,200,-266,95,-249,97,-170,239,-264,115,-213,168,-239,117,-252,139,-263,119
32,-239,148,-296,105,-259,97,-319,74,-224,178,-147,209,-273,99,-259,101,-173,242,-267,118,-218,170,-249,119,-256,143,-271,123
33,-242,153,-306,107,-275,99,-321,75,-232,183,-152,213,-283,101,-266,106,-177,247,-272,120,-221,173,-256,126,-265,143,-275,127
34,-249,155,-311,109,-280,103,-326,82,-235,186,-160,216,-289,110,-272,109,-180,250,-284,122,-227,179,-263,130,-267,149,-281,132
35,-255,160,-318,109,-291,104,-332,84,-239,190,-165,221,-299,114,-273,112,-186,253,-290,128,-235,188,-271,137,-269,152,-286,135
36,-258,165,-320,114,-303,104,-339,87,-244,194,-169,226,-305,116,-282,116,-191,257,-300,132,-243,192,-274,141,-278,158,-290,138
37,-262,169,-325,118,-318,110,-341,88,-251,198,-172,231,-310,116,-289,118,-195,263,-306,132,-253,194,-284,149,-285,160,-298,141
38,-267,172,-336,120,-324,115,-351,92,-251,199,-178,240,-316,121,-295,122,-198,271,-312,135,-257,196,-294,152,-292,162,-307,141
39,-275,178,-341,122,-333,116,-359,94,-256,203,-183,247,-330,123,-302,124,-204,275,-320,139,-263,197,-297,152,-300,163,-316,144
40,-278,183,-347,126,-343,121,-366,96,-258,204,-186,251,-337,126,-313,125,-206,281,-334,144,-272,200,-303,155,-305,168,-320,148
41,-283,188,-352,129,-345,123,-376,97,-262,209,-195,260,-344,127,-327,125,-209,286,-337,146,-280,209,-307,160,-314,170,-325,151
42,-289,195,-364,132,-354,124,-381,98,-269,213,-200,268,-352,128,-334,128,-212,291,-338,149,-286,213,-312,161,-323,176,-332,154
43,-296,199,-375,137,-362,126,-390,100,-273,217,-210,275,-356,129,-346,133,-216,295,-340,152,-293,217,-316,163,-328,181,-334,157
44,-300,202,-383,140,-367,131,-401,102,-278,220,-215,279,-362,131,-351,135,-219,302,-351,154,-297,227,-327,167,-332,183,-342,158
45,-310,211,-390,145,-369,135,-410,105,-284,226,-220,283,-369,133,-359,137,-221,309,-356,158,-302,229,-333,168,-340,184,-346,164
46,-313,216,-400,147,-374,139,-423,108,-290,230,-229,287,-381,133,-365,138,-227,313,-359,159,-310,233,-340,170,-348,187,-351,166
47,-319,226,-404,151,-378,145,-431,111,-296,232,-235,290,-385,135,-373,139,-233,316,-365,161,-321,239,-345,174,-352,192,-358,170
48,-325,230,-409,154,-385,149,-440,112,-302,236,-236,296,-398,139,-380,143,-239,320,-375,163,-324,244,-349,175,-362,196,-365,170
49,-331,233,-420,157,-388,154,-447,113,-308,244,-237,302,-412,140,-387,149,-242,326,-381,166,-330,248,-353,179,-369,197,-370,173
50,-337,235,-425,159,-394,160,-456,114,-311,250,-241,309,-420,140,-390,150,-245,330,-389,172,-336,252,-359,183,-382,199,-381,177
51,-345,240,-432,161,-398,162,-467,115,-317,254,-244,313,-425,143,-397,152,-249,338,-401,176,-341,255,-370,187,-388,202,-386,178
52,-348,245,-439,163,-409,166,-473,115,-321,259,-249,317,-435,147,-403,157,-252,343,-412,179,-347,259,-376,190,-394,206,-391,181
53,-354,249,-451,164,-418,168,-484,115,-326,263,-254,327,-445,147,-414,161,-255,347,-418,182,-349,265,-379,193,-397,209,-398,184
54,-359,252,-458,169,-430,170,-493,117,-327,266,-261,329,-453,149,-423,163,-257,350,-428,185,-356,270,-385,197,-401,215,-408,185
55,-364,258,-464,172,-434,173,-500,118,-336,273,-263,336,-461,151,-429,164,-260,356,-435,189,-358,275,-391,203,-408,218,-418,189
56,-368,262,-469,174,-437,178,-504,119,-341,276,-269,344,-466,154,-440,169,-265,366,-438,193,-363,281,-396,207,-418,225,-421,193
57,-376,269,-475,175,-449,180,-511,123,-345,279,-278,351,-472,157,-447,169,-271,373,-445,195,-369,286,-400,209,-422,230,-425,195
58,-382,274,-481,179,-457,180,-517,127,-352,283,-283,361,-481,160,-452,170,-275,382,-452,197,-369,290,-412,210,-426,239,-428,197
59,-384,278,-493,181,-467,185,-522,130,-357,288,-287,366,-487,163,-459,172,-280,386,-456,201,-375,292,-424,212,-434,246,-434,197
60,-390,280,-499,182,-476,188,-530,133,-362,293,-290,376,-495,165,-464,177,-283,393,-460,204,-379,301,-439,213,-437,250,-439,198
61,-395,283,-507,185,-480,195,-540,137,-367,296,-297,379,-505,169,-471,178,-284,399,-469,207,-386,304,-448,216,-441,251,-447,200
62,-401,290,-512,187,-487,197,-550,141,-371,302,-300,385,-519,171,-482,181,-289,405,-474,212,-388,308,-450,219,-447,254,-452,202
63,-406,292,-516,189,-493,199,-561,142,-378,307,-303,391,-524,175,-488,185,-293,413,-482,214,-393,311,-465,223,-450,258,-460,205
64,-409,295,-520,191,-499,201,-570,144,-382,309,-311,398,-535,177,-498,188,-295,424,-484,217,-397,315,-472,230,-454,262,-472,207
65,-418,297,-526,193,-508,202,-575,147,-390,316,-313,404,-540,181,-502,191,-299,430,-492,217,-402,318,-482,233,-462,264,-483,211
66,-422,298,-534,198,-516,204,-585,147,-396,320,-316,407,-548,186,-510,196,-303,438,-497,222,-404,322,-484,237,-468,270,-493,215
67,-430,302,-541,202,-524,209,-596,147,-397,327,-317,413,-559,187,-521,196,-307,440,-510,224,-408,323,-495,238,-471,276,-500,216
68,-435,307,-550,207,-531,211,-601,151,-400,329,-320,425,-566,191,-533,199,-310,441,-517,225,-412,328,-501,239,-482,279,-506,220
69,-439,311,-559,207,-540,213,-603,153,-404,337,-326,428,-572,194,-540,203,-313,445,-522,229,-422,334,-508,245,-485,284,-517,223
70,-448,315,-566,210,-543,214,-615,154,-412,342,-333,431,-580,195,-547,205,-316,450,-527,233,-433,341,-514,247,-492,285,-525,223
71,-452,317,-575,212,-548,216,-619,157,-418,348,-337,437,-591,196,-556,210,-322,459,-529,236,-438,344,-518,254,-498,288,-536,225
72,-455,323,-582,214,-551,219,-623,160,-423,352,-345,441,-596,199,-562,215,-328,469,-537,239,-445,348,-523,254,-508,296,-541,228
73,-458,326,-587,215,-561,222,-633,162,-425,358,-349,447,-602,202,-571,217,-335,477,-545,242,-452,350,-530,256,-512,299,-551,232
74,-467,332,-593,219,-564,224,-642,164,-430,362,-355,454,-605,203,-577,219,-339,480,-553,249,-458,355,-541,258,-519,300,-557,237
75,-473,336,-598,222,-571,227,-650,168,-434,367,-361,460,-609,206,-590,222,-343,484,-558,256,-464,360,-543,262,-525,303,-564,240
76,-478,345,-605,222,-580,230,-656,170,-437,371,-368,464,-621,208,-598,224,-349,489,-565,260,-467,362,-550,265,-529,306,-572,245
77,-481,348,-615,223,-590,235,-669,172,-442,375,-370,465,-630,212,-611,227,-352,494,-568,261,-470,366,-562,268,-532,309,-582,247
78,-485,352,-622,226,-597,239,-672,174,-451,379,-374,473,-635,218,-619,229,-359,497,-576,264,-477,367,-571,272,-538,312,-588,250
79,-495,354,-626,227,-603,242,-679,175,-454,384,-380,479,-644,219,-630,233,-361,500,-584,267,-482,372,-581,278,-541,314,-600,252
