,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23
10,-183,28,-201,24,-157,68,-225,2,-178,34,-205,7,-199,3,-212,5,-197,2,-195,5,-186,20,-205,3,-194,2,-186,31,-187,20,-181,47,-204,2,-210,3,-171,23,-213,2,-201,2,-204,2,-209,6,-193,3
11,-191,29,-208,26,-164,71,-231,3,-188,35,-217,7,-210,3,-221,5,-208,2,-202,5,-192,20,-214,3,-200,2,-192,33,-204,22,-186,47,-218,2,-221,3,-183,24,-222,2,-209,2,-218,2,-219,7,-204,3
12,-201,32,-221,26,-171,74,-238,3,-196,37,-228,7,-217,3,-231,5,-219,2,-215,6,-199,21,-234,3,-208,2,-201,35,-216,23,-190,51,-221,2,-229,3,-192,25,-232,2,-215,2,-225,2,-232,7,-213,3
13,-208,32,-231,29,-175,78,-243,3,-207,39,-236,7,-228,3,-248,5,-230,2,-227,6,-214,22,-244,3,-214,2,-210,35,-226,23,-195,53,-227,2,-238,3,-209,26,-244,2,-223,2,-235,2,-238,7,-221,3
14,-214,32,-239,32,-178,81,-249,3,-211,41,-243,7,-236,3,-258,5,-241,2,-236,6,-228,22,-261,3,-224,2,-225,37,-237,23,-201,54,-241,2,-244,3,-220,27,-257,2,-232,2,-239,2,-251,7,-234,3
15,-221,33,-244,34,-187,89,-259,3,-216,41,-250,7,-246,3,-271,5,-249,2,-246,6,-241,22,-269,3,-233,2,-234,37,-254,25,-213,56,-250,2,-251,3,-231,27,-267,2,-241,2,-248,2,-255,8,-247,3
16,-227,34,-253,35,-195,97,-268,3,-221,41,-257,7,-255,3,-277,5,-259,2,-256,6,-250,24,-280,3,-242,2,-241,40,-269,26,-221,57,-260,2,-270,3,-238,28,-273,2,-251,2,-260,2,-268,8,-254,3
17,-237,35,-259,36,-196,100,-277,3,-230,42,-265,7,-263,3,-288,5,-269,3,-266,6,-259,26,-290,3,-252,2,-254,41,-275,26,-236,59,-266,2,-283,3,-246,31,-282,2,-261,2,-269,2,-280,8,-267,3
18,-245,36,-270,37,-201,104,-285,3,-241,44,-276,7,-274,3,-294,5,-276,3,-273,7,-264,26,-299,3,-260,2,-263,44,-284,26,-246,62,-278,2,-297,3,-257,31,-295,2,-274,2,-271,2,-291,8,-281,3
19,-250,37,-284,41,-208,105,-295,3,-249,45,-284,7,-285,3,-309,5,-284,3,-283,7,-274,26,-315,3,-272,2,-269,46,-295,27,-252,64,-290,2,-300,3,-261,31,-308,2,-277,2,-284,2,-300,9,-294,3
20,-260,40,-288,42,-215,108,-300,3,-258,46,-293,7,-297,3,-320,5,-291,3,-292,7,-286,28,-319,3,-281,2,-277,47,-305,29,-261,67,-300,2,-315,3,-272,34,-318,2,-290,2,-290,2,-307,9,-308,3
21,-268,40,-299,45,-219,113,-305,3,-269,48,-308,7,-304,3,-328,5,-307,3,-303,7,-292,28,-328,3,-293,2,-287,50,-311,29,-271,68,-307,2,-324,3,-280,35,-328,2,-303,2,-301,2,-318,9,-315,3
22,-276,40,-309,49,-223,117,-316,3,-280,52,-313,7,-314,3,-333,5,-316,3,-313,7,-297,29,-339,3,-305,3,-296,50,-319,30,-283,72,-321,2,-330,3,-286,36,-343,2,-307,2,-313,2,-328,9,-328,3
23,-290,40,-320,51,-230,123,-320,3,-289,52,-322,7,-322,3,-341,5,-333,3,-327,7,-304,31,-346,3,-315,3,-303,51,-332,30,-289,78,-326,2,-336,3,-292,37,-353,2,-319,2,-328,2,-333,9,-340,3
24,-296,42,-330,54,-242,125,-333,3,-300,53,-330,7,-335,3,-352,5,-340,3,-332,7,-313,31,-359,3,-329,3,-309,52,-339,33,-297,80,-335,2,-349,3,-300,37,-359,2,-325,2,-334,2,-349,9,-349,3
25,-307,44,-341,54,-246,127,-346,3,-302,55,-337,7,-341,3,-365,5,-348,3,-343,7,-326,31,-365,3,-341,3,-319,57,-348,34,-310,82,-347,2,-357,3,-309,39,-369,2,-332,2,-345,2,-358,9,-358,3
26,-316,44,-347,55,-251,129,-360,3,-313,55,-344,7,-351,3,-382,5,-350,3,-352,8,-336,32,-374,3,-348,4,-325,60,-359,34,-320,85,-362,2,-362,3,-323,40,-379,2,-338,3,-353,2,-366,10,-374,3
27,-323,47,-357,57,-256,133,-368,3,-327,56,-358,7,-357,3,-395,5,-363,3,-367,8,-346,32,-386,3,-355,4,-331,62,-365,35,-324,87,-372,2,-375,3,-332,42,-385,2,-349,3,-360,2,-376,10,-381,3
28,-328,49,-362,58,-263,135,-377,4,-341,57,-363,7,-367,3,-408,5,-370,3,-381,8,-355,32,-395,3,-363,4,-343,64,-374,37,-331,92,-384,2,-388,3,-337,44,-396,2,-357,3,-366,2,-387,10,-394,3
29,-335,51,-370,61,-268,138,-389,4,-353,58,-371,7,-379,3,-416,5,-380,3,-388,8,-361,33,-406,3,-377,4,-351,64,-389,37,-339,95,-390,2,-395,3,-345,46,-411,2,-360,3,-385,2,-396,10,-401,3
30,-346,54,-382,62,-277,145,-396,5,-359,58,-379,7,-388,3,-421,5,-392,3,-398,8,-366,35,-417,3,-388,4,-361,64,-397,38,-350,95,-404,2,-405,3,-349,46,-421,2,-367,3,-396,2,-410,10,-411,3
31,-352,55,-395,63,-288,147,-408,6,-369,60,-394,7,-398,3,-428,5,-397,3,-408,8,-379,35,-428,3,-397,4,-366,66,-408,38,-359,96,-417,2,-414,3,-356,47,-431,2,-381,3,-401,2,-419,10,-416,3
32,-357,55,-402,63,-295,152,-422,6,-374,61,-406,7,-410,3,-441,5,-406,3,-414,8,-389,35,-437,3,-407,4,-372,67,-416,38,-369,98,-427,2,-424,3,-364,48,-440,2,-391,3,-412,2,-429,11,-434,3
33,-369,56,-411,63,-306,154,-437,6,-389,62,-419,7,-420,3,-449,6,-413,3,-422,8,-401,36,-447,3,-415,4,-376,68,-423,39,-376,100,-436,2,-436,3,-368,50,-458,2,-397,3,-416,3,-437,11,-444,3
34,-378,57,-415,64,-311,157,-444,6,-395,63,-429,7,-426,3,-463,6,-422,3,-427,8,-415,36,-458,3,-424,4,-383,71,-433,39,-385,102,-452,2,-444,3,-381,51,-470,2,-407,3,-427,3,-445,11,-459,3
35,-389,57,-421,66,-317,160,-458,6,-405,66,-439,7,-442,3,-468,6,-436,3,-435,9,-423,36,-467,3,-435,4,-393,75,-442,40,-393,102,-463,2,-454,3,-390,51,-472,2,-417,3,-434,3,-454,12,-471,3
36,-394,60,-427,68,-330,160,-468,6,-415,68,-446,7,-450,3,-475,7,-449,3,-442,9,-429,37,-475,3,-450,4,-400,76,-453,43,-400,103,-479,2,-462,3,-400,52,-484,2,-426,3,-444,3,-466,12,-479,3
37,-405,60,-433,68,-337,160,-482,6,-423,69,-455,7,-462,3,-487,7,-468,3,-454,9,-436,38,-487,3,-459,4,-404,79,-461,44,-402,108,-493,2,-469,3,-406,54,-499,2,-435,3,-452,3,-470,12,-491,3
38,-417,61,-445,70,-340,161,-491,7,-429,70,-465,7,-476,3,-503,7,-477,3,-470,9,-441,38,-495,3,-473,4,-407,79,-468,44,-409,110,-507,2,-480,3,-411,54,-508,2,-444,3,-464,3,-480,12,-502,3
39,-431,61,-457,72,-343,165,-497,7,-436,73,-475,7,-487,3,-516,7,-484,3,-480,9,-454,39,-509,3,-480,4,-413,79,-480,44,-419,113,-519,2,-488,3,-420,54,-516,2,-452,3,-470,3,-491,12,-512,3
40,-435,61,-464,72,-348,165,-501,7,-449,74,-483,7,-502,3,-526,7,-499,3,-490,9,-462,41,-520,3,-489,4,-427,82,-486,44,-427,118,-526,2,-501,3,-433,55,-529,2,-462,3,-477,4,-498,12,-522,3
41,-445,64,-475,72,-355,169,-512,7,-453,76,-495,8,-512,3,-538,7,-509,3,-499,9,-467,42,-532,3,-497,4,-434,83,-492,45,-439,121,-536,2,-515,3,-441,55,-541,2,-470,3,-487,4,-502,12,-534,3
42,-456,65,-481,73,-365,173,-524,7,-457,77,-500,8,-527,3,-548,7,-520,3,-509,9,-478,42,-545,3,-511,4,-441,84,-504,45,-444,124,-543,2,-527,3,-445,56,-554,2,-475,3,-495,5,-512,12,-546,3
43,-462,65,-493,73,-372,177,-535,7,-464,79,-513,8,-541,3,-558,7,-534,3,-515,9,-490,43,-556,3,-518,4,-447,85,-510,47,-452,126,-546,2,-535,3,-456,56,-566,2,-481,3,-508,5,-524,12,-559,3
44,-469,66,-503,76,-380,181,-543,7,-473,81,-524,8,-548,3,-562,7,-542,3,-525,9,-503,43,-566,3,-532,4,-454,87,-519,51,-461,127,-557,2,-548,4,-466,56,-576,2,-490,3,-516,5,-531,12,-569,3
45,-479,69,-514,78,-386,182,-553,7,-480,81,-536,8,-556,3,-569,8,-557,3,-532,10,-513,43,-575,3,-547,4,-459,90,-527,51,-471,130,-565,2,-558,4,-476,57,-587,2,-500,3,-523,5,-541,12,-578,3
46,-487,71,-521,81,-390,184,-563,7,-489,82,-545,8,-567,3,-576,8,-572,3,-540,10,-528,44,-583,3,-558,4,-465,93,-533,52,-481,131,-577,2,-567,4,-482,58,-595,2,-518,3,-537,5,-544,13,-588,3
47,-493,72,-530,83,-400,187,-573,7,-496,82,-554,8,-574,3,-584,8,-587,3,-550,10,-537,44,-592,3,-564,4,-477,98,-542,54,-487,133,-591,2,-575,4,-487,60,-610,2,-521,3,-549,5,-557,13,-599,3
48,-501,73,-541,85,-411,189,-581,7,-506,85,-566,8,-591,3,-591,8,-591,3,-559,10,-542,44,-602,3,-577,4,-485,100,-551,54,-489,133,-602,2,-590,4,-496,61,-621,2,-526,3,-561,5,-564,13,-614,3
49,-510,74,-546,85,-418,196,-591,8,-512,88,-579,8,-604,3,-602,8,-597,3,-565,10,-555,44,-617,3,-589,4,-499,100,-561,54,-502,134,-611,2,-603,5,-504,62,-626,2,-532,3,-568,5,-572,13,-619,4
50,-516,79,-557,88,-422,201,-600,8,-516,88,-593,8,-612,3,-614,8,-607,3,-577,10,-567,44,-625,3,-598,4,-508,102,-572,56,-516,137,-620,2,-608,5,-512,62,-632,2,-538,3,-588,5,-579,14,-624,4
51,-524,81,-562,89,-426,207,-604,9,-525,90,-610,9,-619,3,-625,8,-616,3,-585,10,-576,44,-641,3,-612,4,-515,103,-579,57,-525,139,-629,2,-620,5,-516,63,-644,2,-550,3,-592,5,-592,14,-636,4
52,-539,84,-566,90,-435,212,-610,9,-532,90,-616,9,-623,3,-637,8,-633,3,-590,10,-583,44,-653,3,-619,5,-526,103,-584,59,-534,143,-635,2,-635,5,-523,63,-659,2,-556,3,-605,5,-610,16,-642,4
53,-549,84,-573,90,-443,215,-621,9,-537,93,-627,9,-630,3,-649,8,-646,3,-604,10,-590,46,-662,3,-625,5,-534,108,-594,61,-540,144,-644,2,-646,5,-531,65,-669,2,-568,3,-615,5,-622,16,-648,4
54,-555,86,-577,92,-447,217,-631,9,-543,93,-633,9,-639,4,-658,9,-657,3,-620,10,-599,47,-673,3,-638,6,-545,109,-603,61,-552,147,-659,2,-660,5,-541,65,-678,2,-574,3,-621,5,-635,16,-655,4
55,-571,89,-590,92,-453,218,-636,9,-547,94,-639,9,-650,4,-670,9,-670,3,-629,10,-610,48,-681,3,-651,6,-554,110,-616,64,-553,147,-666,2,-671,5,-548,65,-686,2,-584,3,-638,5,-648,17,-661,4
56,-585,91,-597,92,-460,221,-646,9,-557,96,-647,9,-664,4,-679,9,-683,3,-634,10,-615,48,-691,3,-661,6,-565,113,-625,64,-561,148,-677,3,-679,5,-559,65,-692,2,-598,3,-647,5,-657,17,-671,4
57,-598,92,-606,92,-465,223,-661,9,-560,97,-656,9,-670,4,-688,9,-694,3,-648,11,-623,52,-700,3,-672,6,-571,114,-635,65,-567,150,-688,3,-688,5,-568,65,-698,2,-611,3,-662,5,-664,17,-684,4
58,-611,93,-614,92,-470,226,-668,9,-568,97,-662,10,-682,4,-700,9,-700,3,-659,11,-636,52,-705,3,-682,6,-584,115,-645,66,-578,150,-698,3,-692,5,-579,68,-707,2,-621,3,-674,5,-676,17,-696,4
59,-622,94,-621,95,-482,228,-680,9,-578,97,-665,10,-690,4,-709,9,-709,3,-671,11,-643,54,-715,3,-688,6,-590,117,-653,67,-586,152,-709,3,-701,5,-590,69,-714,2,-636,3,-684,5,-692,17,-705,4
60,-626,99,-629,97,-492,231,-688,9,-585,99,-676,10,-701,4,-722,9,-724,3,-679,11,-651,55,-725,3,-697,6,-599,118,-664,69,-597,153,-719,3,-710,5,-593,69,-722,2,-645,3,-697,5,-703,18,-711,4
61,-644,100,-642,99,-495,231,-700,10,-590,99,-692,10,-710,4,-736,9,-737,3,-685,11,-657,57,-742,3,-706,6,-605,119,-675,70,-602,157,-727,3,-714,5,-601,70,-728,2,-651,3,-705,5,-716,18,-722,4
62,-652,101,-655,100,-505,232,-710,10,-597,99,-707,11,-718,4,-742,10,-743,3,-698,11,-665,57,-749,3,-717,6,-611,119,-680,70,-610,159,-741,3,-724,5,-612,70,-744,2,-664,3,-717,5,-723,18,-731,4
63,-662,102,-660,100,-512,235,-723,10,-604,99,-720,11,-725,4,-751,10,-758,3,-710,11,-675,58,-760,3,-723,6,-616,120,-693,74,-620,159,-752,4,-733,5,-615,71,-756,2,-676,3,-726,5,-731,18,-742,4
64,-666,105,-663,101,-518,239,-733,10,-616,101,-728,11,-734,4,-756,10,-761,3,-722,11,-681,60,-771,3,-734,6,-627,121,-703,76,-630,159,-769,4,-742,5,-626,72,-766,2,-692,3,-738,5,-740,18,-751,4
65,-678,107,-677,102,-520,242,-737,11,-621,101,-739,11,-745,4,-769,11,-771,3,-725,11,-687,60,-783,3,-748,6,-636,121,-716,76,-640,160,-783,4,-749,5,-631,73,-775,2,-705,3,-745,5,-756,18,-761,4
66,-682,107,-686,103,-527,249,-747,11,-632,104,-746,11,-754,4,-772,11,-779,3,-737,12,-696,61,-787,3,-755,6,-643,123,-734,79,-647,160,-793,4,-756,5,-650,74,-785,2,-717,3,-751,5,-764,18,-778,4
67,-689,107,-695,103,-530,254,-758,11,-639,105,-756,11,-769,4,-782,11,-785,4,-746,12,-706,61,-790,3,-764,6,-648,124,-749,79,-654,160,-804,4,-765,5,-657,75,-795,2,-733,3,-766,5,-780,20,-787,4
68,-697,108,-702,105,-543,258,-767,12,-647,107,-767,11,-781,4,-789,11,-795,4,-753,12,-721,63,-795,3,-777,6,-659,126,-758,79,-658,162,-817,4,-778,5,-665,75,-803,2,-747,3,-775,6,-784,20,-792,4
69,-707,108,-715,105,-549,262,-779,12,-653,110,-777,12,-791,4,-801,11,-811,4,-762,12,-730,64,-806,3,-792,6,-668,128,-763,81,-663,164,-827,4,-790,5,-672,75,-810,2,-758,3,-782,6,-788,20,-801,4
70,-712,109,-726,105,-558,266,-789,13,-663,112,-787,12,-800,4,-813,11,-820,4,-769,12,-742,66,-814,4,-803,6,-676,130,-774,81,-666,166,-840,4,-795,5,-684,77,-819,2,-767,3,-793,6,-797,20,-811,4
71,-717,110,-732,105,-564,269,-799,14,-674,115,-795,12,-810,4,-823,11,-825,4,-787,12,-753,66,-822,4,-815,6,-681,131,-781,82,-674,166,-855,4,-808,5,-692,78,-831,2,-780,3,-804,6,-805,21,-819,4
72,-729,112,-738,105,-570,273,-808,14,-679,116,-807,12,-821,4,-836,11,-833,4,-797,12,-758,66,-832,4,-824,6,-689,132,-790,82,-682,168,-863,4,-823,5,-706,79,-843,2,-791,3,-814,6,-817,21,-825,4
73,-736,112,-747,107,-577,275,-819,14,-687,121,-816,12,-830,4,-845,11,-846,4,-807,12,-767,67,-841,4,-835,6,-695,135,-797,85,-688,170,-869,4,-831,5,-714,79,-857,2,-799,3,-829,6,-828,22,-836,4
74,-741,114,-758,108,-585,276,-828,14,-698,121,-827,12,-844,4,-851,11,-856,4,-822,12,-772,67,-849,4,-846,6,-707,137,-805,86,-703,171,-876,4,-846,5,-725,81,-858,2,-807,3,-838,6,-835,22,-849,4
75,-751,115,-770,110,-590,276,-839,14,-710,122,-834,12,-850,4,-867,11,-865,4,-834,12,-785,67,-856,4,-858,6,-715,138,-812,87,-710,173,-887,4,-851,5,-732,81,-871,2,-820,3,-854,6,-845,22,-852,4
76,-759,116,-778,111,-600,278,-843,14,-718,123,-842,12,-863,4,-883,11,-877,4,-842,12,-793,68,-868,5,-868,6,-722,142,-818,87,-720,176,-893,4,-856,5,-741,82,-886,2,-831,3,-861,6,-854,22,-867,4
77,-764,116,-786,112,-607,282,-850,14,-725,125,-854,12,-874,4,-891,11,-883,4,-853,13,-804,68,-874,5,-882,6,-734,142,-826,89,-728,180,-900,4,-867,5,-755,84,-898,2,-839,3,-874,6,-865,23,-873,4
78,-776,118,-799,114,-611,282,-857,14,-736,126,-862,12,-883,4,-896,11,-888,4,-864,14,-817,69,-885,5,-892,6,-740,144,-835,90,-733,182,-912,4,-876,5,-770,85,-909,2,-852,3,-882,6,-874,23,-884,4
79,-788,123,-804,114,-618,286,-866,14,-743,127,-870,12,-895,4,-913,12,-896,4,-871,14,-827,71,-892,5,-904,6,-744,145,-844,90,-743,185,-924,4,-887,5,-776,86,-919,2,-861,3,-889,6,-881,25,-898,4
80,-803,123,-810,117,-625,291,-875,14,-753,128,-881,12,-903,5,-920,12,-904,4,-881,15,-838,73,-905,5,-911,6,-753,146,-850,90,-754,186,-930,4,-900,5,-785,90,-926,2,-872,3,-901,6,-890,25,-904,4
81,-812,123,-822,118,-628,294,-881,14,-757,129,-892,12,-916,5,-927,12,-913,4,-894,15,-848,74,-910,5,-928,6,-756,147,-860,91,-763,190,-939,4,-915,5,-797,93,-937,2,-881,3,-916,6,-897,25,-910,4
82,-816,125,-835,120,-631,294,-893,14,-764,129,-903,12,-924,5,-934,12,-928,4,-908,15,-853,75,-922,5,-937,6,-767,149,-869,91,-769,191,-952,4,-925,5,-809,93,-946,2,-893,3,-921,6,-905,26,-926,4
83,-828,126,-844,122,-638,295,-897,14,-775,129,-911,12,-930,5,-945,12,-938,4,-919,15,-860,76,-933,5,-945,6,-777,154,-879,93,-780,191,-968,4,-936,5,-819,94,-955,2,-903,3,-931,6,-914,26,-932,4
84,-831,128,-850,123,-643,297,-914,15,-788,129,-921,12,-942,5,-956,12,-945,4,-930,15,-871,76,-945,5,-953,6,-784,155,-887,94,-788,193,-977,4,-949,5,-831,96,-964,2,-911,3,-938,6,-922,26,-945,4
85,-836,130,-858,123,-654,299,-928,16,-801,130,-932,12,-955,5,-966,12,-952,4,-937,15,-879,76,-956,5,-963,6,-794,158,-898,95,-794,193,-988,4,-955,5,-842,96,-975,2,-919,3,-949,6,-927,26,-957,4
86,-846,130,-867,124,-664,303,-940,16,-809,132,-936,12,-965,5,-973,12,-959,4,-946,15,-886,77,-963,5,-982,6,-801,159,-905,95,-806,194,-994,4,-972,5,-851,97,-985,2,-929,3,-956,6,-946,26,-963,4
87,-856,130,-879,127,-673,305,-955,16,-814,134,-943,12,-971,5,-987,13,-973,4,-957,15,-896,78,-980,5,-987,6,-805,161,-913,97,-813,197,-1003,4,-984,5,-856,98,-991,2,-937,3,-966,6,-952,26,-976,4
88,-862,130,-890,127,-683,310,-962,16,-822,136,-951,12,-978,5,-998,13,-982,4,-968,15,-905,79,-991,5,-995,6,-814,162,-921,98,-819,199,-1015,4,-997,5,-871,98,-1002,2,-945,3,-976,6,-963,27,-984,4
89,-873,130,-901,129,-689,314,-973,16,-834,137,-963,12,-986,5,-1007,13,-991,4,-977,15,-918,79,-999,5,-1004,7,-820,165,-932,98,-824,202,-1026,4,-1005,5,-881,98,-1013,2,-952,3,-987,6,-974,27,-991,4
90,-882,132,-907,130,-691,317,-982,16,-837,138,-977,12,-993,5,-1017,13,-1001,4,-985,16,-929,79,-1013,5,-1013,7,-831,166,-939,98,-835,205,-1035,4,-1011,5,-894,98,-1021,2,-959,3,-1000,6,-985,27,-1011,4
91,-891,134,-915,132,-694,321,-995,16,-848,139,-992,12,-1000,5,-1025,13,-1012,4,-998,16,-942,79,-1019,5,-1024,7,-840,168,-948,99,-842,207,-1046,4,-1016,5,-900,98,-1033,2,-967,3,-1007,6,-995,29,-1023,4
92,-898,134,-926,135,-702,321,-1006,16,-858,140,-1001,12,-1007,5,-1034,13,-1022,4,-1008,16,-948,80,-1030,5,-1032,7,-851,169,-957,100,-852,210,-1055,4,-1025,5,-908,100,-1048,2,-974,3,-1020,6,-1001,30,-1036,4
93,-910,135,-933,135,-710,324,-1015,16,-865,142,-1016,12,-1017,5,-1044,13,-1031,4,-1020,17,-961,80,-1039,5,-1039,7,-860,170,-964,100,-865,211,-1067,4,-1031,5,-918,100,-1058,2,-983,3,-1026,6,-1008,30,-1050,4
94,-923,137,-938,137,-715,326,-1022,16,-869,143,-1025,12,-1029,5,-1057,13,-1043,4,-1026,17,-969,82,-1046,5,-1050,7,-868,170,-978,100,-872,213,-1076,4,-1042,5,-929,100,-1071,2,-995,3,-1041,6,-1017,31,-1057,4
95,-932,138,-948,138,-719,326,-1037,16,-877,144,-1037,12,-1040,5,-1062,13,-1055,4,-1036,17,-979,83,-1058,5,-1061,7,-875,173,-992,100,-880,213,-1089,4,-1049,5,-939,101,-1078,2,-1004,3,-1051,6,-1020,31,-1072,4
96,-937,140,-950,139,-727,326,-1050,16,-894,144,-1047,12,-1050,5,-1078,13,-1063,4,-1048,18,-982,83,-1064,5,-1070,7,-877,173,-1003,102,-891,214,-1099,4,-1058,5,-948,101,-1093,2,-1010,3,-1069,6,-1033,32,-1081,4
97,-949,140,-960,141,-734,331,-1062,16,-904,145,-1057,12,-1057,5,-1088,13,-1072,4,-1057,19,-988,83,-1073,5,-1081,7,-881,173,-1009,103,-896,214,-1112,4,-1067,5,-959,101,-1106,2,-1023,3,-1079,6,-1041,32,-1097,4
98,-952,140,-972,142,-739,333,-1073,16,-913,146,-1074,12,-1069,5,-1101,13,-1077,4,-1067,19,-1000,83,-1085,5,-1086,7,-887,174,-1017,104,-901,214,-1120,4,-1079,5,-968,101,-1112,2,-1038,3,-1092,7,-1057,33,-1105,4
99,-959,140,-978,144,-744,334,-1080,17,-922,147,-1085,12,-1088,5,-1113,13,-1090,4,-1080,20,-1008,83,-1095,5,-1101,7,-896,174,-1028,104,-907,219,-1125,4,-1083,5,-973,101,-1125,2,-1048,3,-1106,7,-1067,33,-1112,4
